HAYA_ID|GESTOR|USUARIO
7267018|GCOM|GESTCOM
7267066|GCOM|asegarra
7267075|GCOM|GESTCOM
7267077|GCOM|GESTCOM
7267086|GCOM|ggandoy
7267097|GCOM|jgutierrezp
7267104|GCOM|jroca
7267110|GCOM|fpineiro
7267118|GCOM|aalonso
7267128|GCOM|erosillo
7267131|GCOM|pgarciaalmonacid
7267141|GCOM|rbarquero
7267156|GCOM|jlinares
7267176|GCOM|mluna
7267177|GCOM|aferrandiz
7267178|GCOM|asantosh
7267179|GCOM|jfuentes
7267180|GCOM|fpineiro
7267181|GCOM|fpineiro
7267182|GCOM|fpineiro
7267183|GCOM|fpineiro
7267184|GCOM|fpineiro
7267186|GCOM|fpineiro
7267188|GCOM|fpineiro
7267189|GCOM|fpineiro
7267191|GCOM|fpineiro
7267193|GCOM|fpineiro
7267195|GCOM|fpineiro
7267197|GCOM|fpineiro
7267198|GCOM|fpineiro
7267202|GCOM|fpineiro
7267204|GCOM|fpineiro
7267208|GCOM|fpineiro
7267210|GCOM|fpineiro
7267212|GCOM|fpineiro
7267214|GCOM|fpineiro
7267216|GCOM|sllorente
7267220|GCOM|sllorente
7267222|GCOM|fpineiro
7267224|GCOM|fpineiro
7267226|GCOM|fpineiro
7267232|GCOM|aferrandiz
7267245|GCOM|fpineiro
7267285|GCOM|asegarra
7267289|GCOM|ejarquem
7267329|GCOM|pgarciaalmonacid
7267335|GCOM|jgonzalezmo
7267345|GCOM|asegarra
7267353|GCOM|prico
7291262|GCOM|GESTCOM
7267443|GCOM|jgutierrezp
7291265|GCOM|GESTCOM
7267493|GCOM|asantosh
7267495|GCOM|asantosh
7267522|GCOM|arubioq
7267523|GCOM|arubioq
7267524|GCOM|arubioq
7267616|GCOM|GESTCOM
7267618|GCOM|dsalvador
7267622|GCOM|easins
7267679|GCOM|aalonso
7267680|GCOM|jgonzalezmo
7267681|GCOM|GESTCOM
7267682|GCOM|ggandoy
7267704|GCOM|alopezba
7267721|GCOM|jroca
7267729|GCOM|sllorente
7267743|GCOM|jgonzalezmo
