HAYA_ID|GESTOR|USUARIO
7230627|GADM|dgomez
7230628|GADM|dgomez
7230629|GADM|dgomez
7230630|GADM|dgomez
7230631|GADM|dgomez
7230632|GADM|dgomez
7230633|GADM|dgomez
7230634|GADM|dgomez
7230635|GADM|dgomez
7230636|GADM|dgomez
7230637|GADM|dgomez
7230638|GADM|dgomez
7230639|GADM|dgomez
7230640|GADM|dgomez
7230641|GADM|dgomez
7230642|GADM|dgomez
7230643|GADM|dgomez
7230644|GADM|dgomez
7230645|GADM|dgomez
7230646|GADM|dgomez
7230647|GADM|dgomez
7243183|GADM|dgomez
7230648|GADM|dgomez
7230649|GADM|dgomez
7230650|GADM|dgomez
7230651|GADM|dgomez
7230652|GADM|dgomez
7230653|GADM|dgomez
7230654|GADM|dgomez
7230655|GADM|dgomez
7243401|GADM|dgomez
7230656|GADM|dgomez
7230657|GADM|dgomez
7230658|GADM|dgomez
7230659|GADM|dgomez
7230660|GADM|dgomez
7230661|GADM|dgomez
7230662|GADM|dgomez
7230663|GADM|dgomez
7230664|GADM|dgomez
7230665|GADM|dgomez
7230666|GADM|dgomez
7230667|GADM|dgomez
7230668|GADM|dgomez
7230669|GADM|dgomez
7230670|GADM|dgomez
7230671|GADM|dgomez
7230672|GADM|dgomez
7230673|GADM|dgomez
7230674|GADM|dgomez
7230675|GADM|dgomez
7230676|GADM|dgomez
7230677|GADM|dgomez
7230678|GADM|dgomez
7230679|GADM|dgomez
7230680|GADM|dgomez
7230681|GADM|dgomez
7230682|GADM|dgomez
7230683|GADM|dgomez
7230684|GADM|dgomez
7230685|GADM|dgomez
7230686|GADM|dgomez
7230687|GADM|dgomez
7230688|GADM|dgomez
7230689|GADM|dgomez
7230690|GADM|dgomez
7230691|GADM|dgomez
7230692|GADM|dgomez
7230693|GADM|dgomez
7230694|GADM|dgomez
7230695|GADM|dgomez
7230696|GADM|dgomez
7230697|GADM|dgomez
7230698|GADM|dgomez
7230699|GADM|dgomez
7230700|GADM|dgomez
7230701|GADM|dgomez
7230702|GADM|dgomez
7230703|GADM|dgomez
7230704|GADM|dgomez
7230705|GADM|dgomez
7230706|GADM|dgomez
7230707|GADM|dgomez
7230708|GADM|dgomez
7230709|GADM|dgomez
7230710|GADM|dgomez
7230711|GADM|dgomez
7230712|GADM|dgomez
7230713|GADM|dgomez
7230714|GADM|dgomez
7230715|GADM|dgomez
7230716|GADM|dgomez
7230717|GADM|dgomez
7230718|GADM|dgomez
7230719|GADM|dgomez
7230720|GADM|dgomez
7245352|GADM|dgomez
7230721|GADM|dgomez
7230722|GADM|dgomez
7230723|GADM|dgomez
7230724|GADM|dgomez
7230725|GADM|dgomez
7230726|GADM|dgomez
7230727|GADM|dgomez
7230728|GADM|dgomez
7230729|GADM|dgomez
7230730|GADM|dgomez
7230731|GADM|dgomez
7245607|GADM|dgomez
7230732|GADM|dgomez
7230733|GADM|dgomez
7230734|GADM|dgomez
7230735|GADM|dgomez
7230736|GADM|dgomez
7230737|GADM|dgomez
7230738|GADM|dgomez
7230739|GADM|dgomez
7230740|GADM|dgomez
7230741|GADM|dgomez
7230742|GADM|dgomez
7230743|GADM|dgomez
7230744|GADM|dgomez
7230745|GADM|dgomez
7230746|GADM|dgomez
7230747|GADM|dgomez
7230748|GADM|dgomez
7230749|GADM|dgomez
7230750|GADM|dgomez
7230751|GADM|dgomez
7230752|GADM|dgomez
7230753|GADM|dgomez
7230754|GADM|dgomez
7230755|GADM|dgomez
7230756|GADM|dgomez
7230757|GADM|dgomez
7230758|GADM|dgomez
7230759|GADM|dgomez
7230760|GADM|dgomez
7230761|GADM|dgomez
